8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-22,0.0104,0.0286,0,0,0,0,1,0.2
8,-21,0.0104,0.0273,0,0,0,0,1,0.2
8,-20,0.0104,0.026,0,0,0,0,1,0.2
7,-18,0.0091,0.0234,0,0,0,0,1,0.2
7,-17,0.0091,0.0221,0,0,0,0,1,0.2
6,-15,0.0078,0.0195,0,0,0,0,1,0.2
6,-14,0.0078,0.0182,0,0,0,0,1,0.2
4,-10,0.0052,0.013,0,0,0,0,1,0.2
4,-9,0.0052,0.0117,0,0,0,0,1,0.2
3,-8,0.0039,0.0104,0,0,0,0,1,0.2
3,-6,0.0039,0.0078,0,0,0,0,1,0.2
2,-5,0.0026,0.0065,0,0,0,0,1,0.2
