0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
1,26,0.001,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
-1,27,-0.001,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
0,27,0,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
-1,27,-0.001,-0.027,0,0,0,0,5,0.2
-1,26,-0.001,-0.026,0,0,0,0,5,0.2
-1,27,-0.001,-0.027,0,0,0,0,5,0.2
0,26,0,-0.026,0,0,0,0,5,0.2
-1,26,-0.001,-0.026,0,0,0,0,5,0.2
-1,27,-0.001,-0.027,0,0,0,0,5,0.2
-1,26,-0.001,-0.026,0,0,0,0,5,0.2
-1,27,-0.001,-0.027,0,0,0,0,5,0.2
